4.711415713756647250e+00 7.461379556866007512e+00 3.219527575901450778e-01
4.866192331183246900e+00 3.132036712345330987e+00 -1.164087025272111608e+00
4.595210563611153987e+00 1.117877605763936577e+00 -1.227427309822541002e+00
2.226914400504553804e+00 9.182718330013726060e-01 1.840710492427345135e-01
3.300983948587189687e+00 6.427885472718496418e-01 -2.207825232091296108e-01
4.842079966558623383e+00 1.230767809762854714e+00 -8.630990055242442338e-01
4.889576908586282578e+00 2.068588107042750313e+00 -1.131678426154763661e+00
2.580263971493115260e+00 1.810881611006599223e-01 1.350974438131559152e+00
3.088659176535397677e+00 5.151548139922642600e-01 -3.987462520281176981e-01
4.196477697187170008e+00 4.297203475616377943e+00 -2.615804232349358549e-01
2.555938256249665308e+00 2.957176184075491210e-01 -2.024512664192406941e+00
3.961839779423031338e+00 7.876194155259417240e-01 4.840524034135700315e-01
2.029351269158603088e+00 1.114385071347378409e+00 2.317598501762074270e-01
4.619103876863629665e+00 1.504464742909350727e+00 3.273796268231601303e-01
2.067973240825080161e+00 3.840328483273882210e+00 -1.192302659616715221e+00
3.927492383162063838e+00 2.796568592991974800e-01 2.003839635890314774e+00
3.324807127519619154e+00 1.743623073842782034e+00 3.739526942008345456e-01
2.529630722828008604e+00 2.972043485822680964e+00 -7.324002264043938393e-02
4.083831397244535921e+00 1.968452809432881534e-01 1.080565644063419262e+00
3.929321445004826163e+00 1.565862057806760799e+00 6.766486831629470178e-01
4.027924191917022334e+00 1.023958173548992434e+00 1.301308154641924508e+00
2.963418633154811133e+00 5.110238081919400432e-01 7.154351170440104157e-01
2.303407526650376624e+00 2.689536745897647130e-01 -3.142487643087821941e-02
3.347818930879269406e+00 1.688506866129894757e+00 -6.116278650075018808e-01
3.933949734420026711e+00 4.264792722559250238e-01 1.654125675586224808e+00
2.056566152685711302e+00 7.220837177233539350e+00 3.451260481754802600e-01
4.639202349472367537e+00 3.822442152588471309e+00 -6.219355866795631682e-01
4.709686621586323341e+00 1.139792997260432372e+00 -1.727049227595199854e+00
4.099696195660381903e+00 2.598260965686933321e+00 -1.208243642557618180e-01
4.865547075743007710e+00 3.006517426150781436e+00 2.533994067471005973e-01
3.154196929944817818e+00 8.685255773606227692e+00 -5.373788875304493784e-01
3.523060973409956276e+00 1.484358196028129795e+00 -3.148934073014950791e-02
3.710175003883379397e+00 1.031347140954858466e+00 -5.513144600582220445e-01
3.524849919722757186e+00 6.725751850986178226e+00 1.003794925138361327e+00
2.063859125120993010e+00 4.097383112942766026e+00 3.361028750336681609e-02
2.831284827393905523e+00 1.303383875494659394e+00 1.985771286909860267e+00
3.742826076716979422e+00 8.199625371142662544e-01 1.336371744165132158e+00
4.188870002506108747e+00 6.637666723779846123e+00 -1.791073433491989220e-01
4.630615688790022944e+00 1.547363968077473562e+00 -1.946256279820418322e-01
4.619021551106065715e+00 2.597386272784529382e+00 8.191785180407612499e-01
2.685141393151608380e+00 8.231014186778090602e-01 1.208979275612200421e+00
3.588975134080581775e+00 1.809865173024330476e+00 -1.407182449309403172e+00
3.435433726292222989e+00 4.632035714751403521e-01 -7.772400658464707901e-02
4.167194716466047666e+00 3.624264631822140537e-01 -1.407705774027661505e+00
